1.616819458007812500e+03,2.351082000732421875e+02,0.000000000000000000e+00,1.617447631835937500e+03,2.351082000732421875e+02,-1.319999992847442627e-02,1.616819458007812500e+03,1.166821777343750000e+03,0.000000000000000000e+00
1.617447631835937500e+03,2.351082000732421875e+02,-1.319999992847442627e-02,1.617473754882812500e+03,1.166821777343750000e+03,-1.429999992251396179e-02,1.616819458007812500e+03,1.166821777343750000e+03,0.000000000000000000e+00
1.617447631835937500e+03,2.351082000732421875e+02,-1.319999992847442627e-02,1.617473754882812500e+03,2.351082000732421875e+02,-1.429999992251396179e-02,1.617473754882812500e+03,1.166821777343750000e+03,-1.429999992251396179e-02
1.617473754882812500e+03,2.351082000732421875e+02,-1.429999992251396179e-02,1.618074707031250000e+03,2.351082000732421875e+02,-5.260000005364418030e-02,1.617473754882812500e+03,1.166821777343750000e+03,-1.429999992251396179e-02
1.617473754882812500e+03,1.166821777343750000e+03,-1.429999992251396179e-02,1.618074707031250000e+03,2.351082000732421875e+02,-5.260000005364418030e-02,1.618126708984375000e+03,1.166821777343750000e+03,-5.710000172257423401e-02
1.618074707031250000e+03,2.351082000732421875e+02,-5.260000005364418030e-02,1.618126708984375000e+03,2.351082000732421875e+02,-5.710000172257423401e-02,1.618126708984375000e+03,1.166821777343750000e+03,-5.710000172257423401e-02
1.618126708984375000e+03,2.351082000732421875e+02,-5.710000172257423401e-02,1.618699462890625000e+03,2.351082000732421875e+02,-1.182999983429908752e-01,1.618126708984375000e+03,1.166821777343750000e+03,-5.710000172257423401e-02
1.618126708984375000e+03,1.166821777343750000e+03,-5.710000172257423401e-02,1.618699462890625000e+03,2.351082000732421875e+02,-1.182999983429908752e-01,1.618777343750000000e+03,1.166821777343750000e+03,-1.282999962568283081e-01
1.618699462890625000e+03,2.351082000732421875e+02,-1.182999983429908752e-01,1.618777343750000000e+03,2.351082000732421875e+02,-1.282999962568283081e-01,1.618777343750000000e+03,1.166821777343750000e+03,-1.282999962568283081e-01
1.618777343750000000e+03,2.351082000732421875e+02,-1.282999962568283081e-01,1.619321044921875000e+03,2.351082000732421875e+02,-2.100999951362609863e-01,1.618777343750000000e+03,1.166821777343750000e+03,-1.282999962568283081e-01
1.618777343750000000e+03,1.166821777343750000e+03,-1.282999962568283081e-01,1.619321044921875000e+03,2.351082000732421875e+02,-2.100999951362609863e-01,1.619424194335937500e+03,1.166821777343750000e+03,-2.278999984264373779e-01
1.619321044921875000e+03,2.351082000732421875e+02,-2.100999951362609863e-01,1.619424194335937500e+03,2.351082000732421875e+02,-2.278999984264373779e-01,1.619424194335937500e+03,1.166821777343750000e+03,-2.278999984264373779e-01
1.619424194335937500e+03,2.351082000732421875e+02,-2.278999984264373779e-01,1.619938110351562500e+03,2.351082000732421875e+02,-3.278000056743621826e-01,1.619424194335937500e+03,1.166821777343750000e+03,-2.278999984264373779e-01
1.619424194335937500e+03,1.166821777343750000e+03,-2.278999984264373779e-01,1.619938110351562500e+03,2.351082000732421875e+02,-3.278000056743621826e-01,1.620066040039062500e+03,1.166821777343750000e+03,-3.555999994277954102e-01
1.619938110351562500e+03,2.351082000732421875e+02,-3.278000056743621826e-01,1.620066040039062500e+03,2.351082000732421875e+02,-3.555999994277954102e-01,1.620066040039062500e+03,1.166821777343750000e+03,-3.555999994277954102e-01
1.620066040039062500e+03,2.351082000732421875e+02,-3.555999994277954102e-01,1.620549804687500000e+03,2.351082000732421875e+02,-4.713000059127807617e-01,1.620066040039062500e+03,1.166821777343750000e+03,-3.555999994277954102e-01
